SIREN,Nombre etablissements,dont ouverts,SIRET,Dénomination sociale,Nom complet,Adresse,Latitude,Longitude,Dirigeants,Finances
632041042,7126,1815,63204104216561,COMPASS GROUP FRANCE,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),2 RUE DE CAYEUX 62790 LEFOREST,50.442199,3.059911,"[{'nom': 'BERTHAUD', 'prenoms': 'CAMILLE', 'annee_de_naissance': '1985', 'date_de_naissance': '1985-03', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2023': {'ca': 1079237038, 'resultat_net': -949157}}"
632041042,7126,1815,63204104225588,COMPASS GROUP FRANCE,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),1 RUE DU MOULIN 62770 ROLLANCOURT,50.406816,2.124702,"[{'nom': 'BERTHAUD', 'prenoms': 'CAMILLE', 'annee_de_naissance': '1985', 'date_de_naissance': '1985-03', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2023': {'ca': 1079237038, 'resultat_net': -949157}}"
632041042,7126,1815,63204104230059,COMPASS GROUP FRANCE,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),SCOLAREST 5774 RUE LOUIS BRETON 62710 COURRIERES,50.457688,2.946702,"[{'nom': 'BERTHAUD', 'prenoms': 'CAMILLE', 'annee_de_naissance': '1985', 'date_de_naissance': '1985-03', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2023': {'ca': 1079237038, 'resultat_net': -949157}}"
632041042,7126,1815,63204104230372,COMPASS GROUP FRANCE,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),BOULEVARD DU KENT 62231 COQUELLES,50.936215,1.809799,"[{'nom': 'BERTHAUD', 'prenoms': 'CAMILLE', 'annee_de_naissance': '1985', 'date_de_naissance': '1985-03', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2023': {'ca': 1079237038, 'resultat_net': -949157}}"
632041042,7126,1815,63204104208519,COMPASS GROUP FRANCE,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),106 RUE ROTHSCHILD 62600 BERCK,50.41046,1.565521,"[{'nom': 'BERTHAUD', 'prenoms': 'CAMILLE', 'annee_de_naissance': '1985', 'date_de_naissance': '1985-03', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2023': {'ca': 1079237038, 'resultat_net': -949157}}"
632041042,7126,1815,63204104208907,COMPASS GROUP FRANCE,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),169 ROUTE DE DESVRES 62280 SAINT-MARTIN-BOULOGNE,50.722904,1.642614,"[{'nom': 'BERTHAUD', 'prenoms': 'CAMILLE', 'annee_de_naissance': '1985', 'date_de_naissance': '1985-03', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2023': {'ca': 1079237038, 'resultat_net': -949157}}"
632041042,7126,1815,63204104209145,COMPASS GROUP FRANCE,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),26 ROUTE DE CALAIS 62280 SAINT-MARTIN-BOULOGNE,50.736045,1.622897,"[{'nom': 'BERTHAUD', 'prenoms': 'CAMILLE', 'annee_de_naissance': '1985', 'date_de_naissance': '1985-03', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2023': {'ca': 1079237038, 'resultat_net': -949157}}"
632041042,7126,1815,63204104213162,COMPASS GROUP FRANCE,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),CITE D'ARCY LE VILLAGE EST 62110 HENIN BEAUMONT,50.423097,2.946149,"[{'nom': 'BERTHAUD', 'prenoms': 'CAMILLE', 'annee_de_naissance': '1985', 'date_de_naissance': '1985-03', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2023': {'ca': 1079237038, 'resultat_net': -949157}}"
632041042,7126,1815,63204104213709,COMPASS GROUP FRANCE,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),1 RUE DU GRAND HOTEL 62600 BERCK,50.413078,1.562949,"[{'nom': 'BERTHAUD', 'prenoms': 'CAMILLE', 'annee_de_naissance': '1985', 'date_de_naissance': '1985-03', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2023': {'ca': 1079237038, 'resultat_net': -949157}}"
632041042,7126,1815,63204104214285,COMPASS GROUP FRANCE,COMPASS GROUP FRANCE (SCOLAREST MEDIREST EUREST),RUE PAUL ASQUIN 62680 MERICOURT,50.408395,2.859024,"[{'nom': 'BERTHAUD', 'prenoms': 'CAMILLE', 'annee_de_naissance': '1985', 'date_de_naissance': '1985-03', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2023': {'ca': 1079237038, 'resultat_net': -949157}}"
572102176,2805,1175,57210217625810,SOGERES,SOGERES (SOGERES),DOMITYS LE FIL DE SOIE RUE VAN GRUTTEN 62100 CALAIS,50.944806,1.848874,"[{'nom': 'NERON BERGER (BERGER)', 'prenoms': 'SOPHIE ANNE MARIE', 'annee_de_naissance': '1972', 'date_de_naissance': '1972-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'CASGRAIN', 'prenoms': 'PHILIPPE', 'annee_de_naissance': '1970', 'date_de_naissance': '1970-09', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'LE BOHELLEC', 'prenoms': 'MICKAEL ANNICK', 'annee_de_naissance': '1971', 'date_de_naissance': '1971-11', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'SAKTHIKUMAR', 'prenoms': 'SABINE SAROJINI', 'annee_de_naissance': '1979', 'date_de_naissance': '1979-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'VAQUETTE', 'prenoms': 'BRUNO JEAN GEZA', 'annee_de_naissance': '1975', 'date_de_naissance': '1975-10', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2024': {'ca': 540337225, 'resultat_net': 5794670}}"
572102176,2805,1175,57210217626305,SOGERES,SOGERES (SOGERES),DOMITYS L'ATLAS 14 BOULEVARD ROBERT SCHUMAN 62000 ARRAS,50.296784,2.772609,"[{'nom': 'NERON BERGER (BERGER)', 'prenoms': 'SOPHIE ANNE MARIE', 'annee_de_naissance': '1972', 'date_de_naissance': '1972-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'CASGRAIN', 'prenoms': 'PHILIPPE', 'annee_de_naissance': '1970', 'date_de_naissance': '1970-09', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'LE BOHELLEC', 'prenoms': 'MICKAEL ANNICK', 'annee_de_naissance': '1971', 'date_de_naissance': '1971-11', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'SAKTHIKUMAR', 'prenoms': 'SABINE SAROJINI', 'annee_de_naissance': '1979', 'date_de_naissance': '1979-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'VAQUETTE', 'prenoms': 'BRUNO JEAN GEZA', 'annee_de_naissance': '1975', 'date_de_naissance': '1975-10', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2024': {'ca': 540337225, 'resultat_net': 5794670}}"
572102176,2805,1175,57210217626826,SOGERES,SOGERES (SOGERES),CUISINE CENTRALE 15 RUE DE LA PERCHE 62640 MONTIGNY-EN-GOHELLE,50.429637,2.934626,"[{'nom': 'NERON BERGER (BERGER)', 'prenoms': 'SOPHIE ANNE MARIE', 'annee_de_naissance': '1972', 'date_de_naissance': '1972-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'CASGRAIN', 'prenoms': 'PHILIPPE', 'annee_de_naissance': '1970', 'date_de_naissance': '1970-09', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'LE BOHELLEC', 'prenoms': 'MICKAEL ANNICK', 'annee_de_naissance': '1971', 'date_de_naissance': '1971-11', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'SAKTHIKUMAR', 'prenoms': 'SABINE SAROJINI', 'annee_de_naissance': '1979', 'date_de_naissance': '1979-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'VAQUETTE', 'prenoms': 'BRUNO JEAN GEZA', 'annee_de_naissance': '1975', 'date_de_naissance': '1975-10', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2024': {'ca': 540337225, 'resultat_net': 5794670}}"
572102176,2805,1175,57210217629234,SOGERES,SOGERES (SOGERES),109 RUE DU BEAU MARAIS 62400 BETHUNE,50.532038,2.650706,"[{'nom': 'NERON BERGER (BERGER)', 'prenoms': 'SOPHIE ANNE MARIE', 'annee_de_naissance': '1972', 'date_de_naissance': '1972-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'CASGRAIN', 'prenoms': 'PHILIPPE', 'annee_de_naissance': '1970', 'date_de_naissance': '1970-09', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'LE BOHELLEC', 'prenoms': 'MICKAEL ANNICK', 'annee_de_naissance': '1971', 'date_de_naissance': '1971-11', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'SAKTHIKUMAR', 'prenoms': 'SABINE SAROJINI', 'annee_de_naissance': '1979', 'date_de_naissance': '1979-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'VAQUETTE', 'prenoms': 'BRUNO JEAN GEZA', 'annee_de_naissance': '1975', 'date_de_naissance': '1975-10', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2024': {'ca': 540337225, 'resultat_net': 5794670}}"
572102176,2805,1175,57210217630166,SOGERES,SOGERES (SOGERES),106 AVENUE ALFRED MAES 62300 LENS,50.427869,2.81296,"[{'nom': 'NERON BERGER (BERGER)', 'prenoms': 'SOPHIE ANNE MARIE', 'annee_de_naissance': '1972', 'date_de_naissance': '1972-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'CASGRAIN', 'prenoms': 'PHILIPPE', 'annee_de_naissance': '1970', 'date_de_naissance': '1970-09', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'LE BOHELLEC', 'prenoms': 'MICKAEL ANNICK', 'annee_de_naissance': '1971', 'date_de_naissance': '1971-11', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'SAKTHIKUMAR', 'prenoms': 'SABINE SAROJINI', 'annee_de_naissance': '1979', 'date_de_naissance': '1979-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'VAQUETTE', 'prenoms': 'BRUNO JEAN GEZA', 'annee_de_naissance': '1975', 'date_de_naissance': '1975-10', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2024': {'ca': 540337225, 'resultat_net': 5794670}}"
572102176,2805,1175,57210217616561,SOGERES,SOGERES (SOGERES),LA POSTE PLACE DU MARECHAL JOFFRE 62400 BETHUNE,50.53299,2.643741,"[{'nom': 'NERON BERGER (BERGER)', 'prenoms': 'SOPHIE ANNE MARIE', 'annee_de_naissance': '1972', 'date_de_naissance': '1972-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'CASGRAIN', 'prenoms': 'PHILIPPE', 'annee_de_naissance': '1970', 'date_de_naissance': '1970-09', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'LE BOHELLEC', 'prenoms': 'MICKAEL ANNICK', 'annee_de_naissance': '1971', 'date_de_naissance': '1971-11', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'SAKTHIKUMAR', 'prenoms': 'SABINE SAROJINI', 'annee_de_naissance': '1979', 'date_de_naissance': '1979-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'VAQUETTE', 'prenoms': 'BRUNO JEAN GEZA', 'annee_de_naissance': '1975', 'date_de_naissance': '1975-10', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2024': {'ca': 540337225, 'resultat_net': 5794670}}"
572102176,2805,1175,57210217616579,SOGERES,SOGERES (SOGERES),LA POSTE RUE LOUIS JOSEPH GAY LUSSAC 62220 CARVIN,50.476776,2.96527,"[{'nom': 'NERON BERGER (BERGER)', 'prenoms': 'SOPHIE ANNE MARIE', 'annee_de_naissance': '1972', 'date_de_naissance': '1972-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'CASGRAIN', 'prenoms': 'PHILIPPE', 'annee_de_naissance': '1970', 'date_de_naissance': '1970-09', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'LE BOHELLEC', 'prenoms': 'MICKAEL ANNICK', 'annee_de_naissance': '1971', 'date_de_naissance': '1971-11', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'SAKTHIKUMAR', 'prenoms': 'SABINE SAROJINI', 'annee_de_naissance': '1979', 'date_de_naissance': '1979-06', 'qualite': 'Directeur Général', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'nom': 'VAQUETTE', 'prenoms': 'BRUNO JEAN GEZA', 'annee_de_naissance': '1975', 'date_de_naissance': '1975-10', 'qualite': 'Président de SAS', 'nationalite': 'Française', 'type_dirigeant': 'personne physique'}, {'siren': '775726417', 'denomination': 'KPMG S.A', 'qualite': 'Commissaire aux comptes titulaire', 'type_dirigeant': 'personne morale'}]","{'2024': {'ca': 540337225, 'resultat_net': 5794670}}"
